invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount
I669823,C275686,FEMALE,21,Food & Beverage,1,5.23,Credit Card,23-02-2021,Metropol AVM,5.23
I320119,C593910,FEMALE,60,Clothing,5,1500.4,Cash,26-07-2022,Metrocity,7502
I318525,C617490,FEMALE,27,Clothing,5,1500.4,Credit Card,01-09-2021,Istinye Park,7502
I689834,C678944,FEMALE,37,Clothing,2,600.16,Debit Card,15-03-2021,Mall of Istanbul,1200.32
I364611,C253031,FEMALE,21,Books,1,15.15,Credit Card,02-02-2021,Mall of Istanbul,15.15
I166780,C195649,FEMALE,18,Food & Beverage,1,5.23,Debit Card,07-09-2021,Metropol AVM,5.23
I213951,C364692,FEMALE,68,Books,3,45.45,Cash,15-07-2021,Kanyon,136.35
I288826,C208332,FEMALE,68,Cosmetics,5,203.3,Credit Card,22-11-2022,Forum Istanbul,1016.5
I481763,C278195,FEMALE,55,Books,3,45.45,Debit Card,17-06-2022,Kanyon,136.35
I272296,C101337,FEMALE,49,Clothing,4,1200.32,Credit Card,06-12-2022,Mall of Istanbul,4801.28
I207051,C184214,FEMALE,55,Clothing,2,600.16,Cash,21-02-2021,Zorlu Center,1200.32
I239844,C651774,FEMALE,32,Toys,4,143.36,Debit Card,24-08-2022,Istinye Park,573.44
I160590,C996085,FEMALE,29,Books,4,60.6,Credit Card,08-01-2023,Emaar Square Mall,242.4
I317513,C324743,FEMALE,25,Technology,3,3150,Credit Card,01-07-2021,Kanyon,9450
I273763,C282082,FEMALE,66,Clothing,5,1500.4,Cash,18-01-2022,Kanyon,7502
I233447,C187561,FEMALE,22,Clothing,4,1200.32,Debit Card,19-10-2021,Mall of Istanbul,4801.28
I138739,C310785,FEMALE,50,Clothing,1,300.08,Cash,28-01-2022,Metropol AVM,300.08
I902895,C109430,FEMALE,41,Clothing,2,600.16,Cash,08-04-2021,Forum Istanbul,1200.32
I733329,C222590,FEMALE,52,Clothing,1,300.08,Cash,29-12-2021,Istinye Park,300.08
I147988,C302018,FEMALE,51,Clothing,2,600.16,Cash,06-09-2021,Mall of Istanbul,1200.32
I817015,C815325,FEMALE,33,Clothing,5,1500.4,Debit Card,04-08-2022,Kanyon,7502
I205992,C424190,FEMALE,38,Cosmetics,2,81.32,Cash,26-01-2021,Mall of Istanbul,162.64
I865782,C135269,FEMALE,29,Food & Beverage,4,20.92,Debit Card,05-01-2022,Mall of Istanbul,83.68
I563755,C233616,FEMALE,19,Toys,2,71.68,Cash,13-07-2022,Metropol AVM,143.36
I319093,C334890,FEMALE,20,Clothing,4,1200.32,Credit Card,08-10-2021,Metrocity,4801.28
I633245,C283387,FEMALE,26,Clothing,5,1500.4,Debit Card,22-04-2021,Mall of Istanbul,7502
I107200,C285181,FEMALE,58,Souvenir,2,23.46,Cash,21-07-2021,Zorlu Center,46.92
I504991,C107586,FEMALE,33,Food & Beverage,3,15.69,Cash,30-07-2021,Kanyon,47.07
I196510,C137897,FEMALE,29,Clothing,4,1200.32,Debit Card,03-03-2023,Mall of Istanbul,4801.28
I177391,C235139,FEMALE,49,Toys,5,179.2,Debit Card,26-03-2022,Kanyon,896
I391336,C431144,FEMALE,59,Shoes,3,1800.51,Credit Card,03-04-2021,Kanyon,5401.53
I460944,C222942,FEMALE,42,Clothing,5,1500.4,Credit Card,16-05-2021,Metropol AVM,7502
I290219,C213110,FEMALE,38,Shoes,1,600.17,Credit Card,12-01-2021,Kanyon,600.17
I199787,C150966,FEMALE,26,Shoes,1,600.17,Credit Card,04-08-2021,Kanyon,600.17
I543414,C299627,FEMALE,46,Toys,5,179.2,Cash,10-06-2022,Metropol AVM,896
I326553,C109231,FEMALE,48,Shoes,4,2400.68,Cash,20-12-2022,Zorlu Center,9602.72
I785087,C128276,FEMALE,56,Toys,3,107.52,Cash,03-08-2021,Istinye Park,322.56
I865995,C495832,FEMALE,39,Food & Beverage,1,5.23,Cash,06-07-2022,Kanyon,5.23
I227878,C424402,FEMALE,29,Food & Beverage,5,26.15,Cash,15-02-2023,Mall of Istanbul,130.75
I242863,C128587,FEMALE,63,Books,4,60.6,Cash,08-03-2021,Kanyon,242.4
I100292,C721616,FEMALE,21,Clothing,2,600.16,Cash,16-08-2022,Mall of Istanbul,1200.32
I142595,C147607,FEMALE,57,Clothing,5,1500.4,Credit Card,29-09-2021,Kanyon,7502
I321639,C196914,FEMALE,67,Cosmetics,2,81.32,Debit Card,13-04-2022,Cevahir AVM,162.64
I125721,C177304,FEMALE,56,Clothing,4,1200.32,Debit Card,24-03-2021,Metrocity,4801.28
I236135,C652391,FEMALE,29,Toys,3,107.52,Cash,06-04-2022,Istinye Park,322.56
I275087,C388952,FEMALE,49,Clothing,2,600.16,Cash,05-04-2021,Metrocity,1200.32
I250492,C290937,FEMALE,68,Souvenir,1,11.73,Credit Card,29-03-2021,Istinye Park,11.73
I303298,C186075,FEMALE,20,Food & Beverage,3,15.69,Cash,30-01-2022,Zorlu Center,47.07
I231603,C225272,FEMALE,50,Food & Beverage,2,10.46,Cash,18-09-2021,Metropol AVM,20.92
I295535,C324300,FEMALE,51,Technology,1,1050,Cash,28-02-2023,Emaar Square Mall,1050
I143816,C413305,FEMALE,32,Food & Beverage,1,5.23,Cash,02-12-2022,Zorlu Center,5.23
I218702,C290472,FEMALE,45,Clothing,3,900.24,Debit Card,07-06-2021,Kanyon,2700.72
I106214,C327145,FEMALE,56,Clothing,4,1200.32,Credit Card,13-05-2022,Metrocity,4801.28
I489138,C240292,FEMALE,18,Clothing,2,600.16,Credit Card,05-01-2022,Mall of Istanbul,1200.32
I157885,C211466,FEMALE,29,Books,5,75.75,Cash,10-08-2021,Metropol AVM,378.75
I304542,C788683,FEMALE,41,Cosmetics,5,203.3,Cash,11-07-2021,Kanyon,1016.5
I782250,C241629,FEMALE,34,Books,3,45.45,Credit Card,19-08-2022,Mall of Istanbul,136.35
I307297,C243712,FEMALE,28,Books,1,15.15,Credit Card,05-03-2022,Mall of Istanbul,15.15
I932733,C328469,FEMALE,67,Toys,2,71.68,Debit Card,06-01-2021,Metrocity,143.36
I140360,C318662,FEMALE,30,Cosmetics,5,203.3,Debit Card,12-01-2021,Forum Istanbul,1016.5
I257795,C166908,FEMALE,44,Books,2,30.3,Debit Card,06-08-2021,Metrocity,60.6
I482625,C274732,FEMALE,69,Cosmetics,1,40.66,Cash,13-12-2022,Metrocity,40.66
I523820,C229738,FEMALE,30,Cosmetics,4,162.64,Credit Card,07-11-2021,Kanyon,650.56
I230938,C869663,FEMALE,30,Books,1,15.15,Debit Card,07-06-2022,Mall of Istanbul,15.15
I540880,C253322,FEMALE,68,Clothing,1,300.08,Debit Card,31-08-2021,Kanyon,300.08
I317525,C330239,FEMALE,37,Clothing,1,300.08,Credit Card,21-01-2023,Zorlu Center,300.08
I110901,C104626,FEMALE,42,Shoes,2,1200.34,Credit Card,03-09-2021,Forum Istanbul,2400.68
I188758,C171512,FEMALE,44,Cosmetics,2,81.32,Cash,25-01-2022,Metropol AVM,162.64
I408109,C178665,FEMALE,60,Cosmetics,2,81.32,Cash,21-12-2021,Mall of Istanbul,162.64
I542587,C324657,FEMALE,34,Toys,4,143.36,Cash,24-07-2022,Metropol AVM,573.44
I193371,C832797,FEMALE,56,Food & Beverage,5,26.15,Debit Card,10-05-2022,Kanyon,130.75
I788223,C179865,FEMALE,31,Clothing,2,600.16,Credit Card,03-04-2021,Mall of Istanbul,1200.32
I985676,C195127,FEMALE,28,Clothing,5,1500.4,Credit Card,11-01-2021,Zorlu Center,7502
I491929,C289744,FEMALE,25,Clothing,4,1200.32,Debit Card,06-08-2022,Kanyon,4801.28
I110114,C319829,FEMALE,22,Food & Beverage,1,5.23,Cash,04-09-2021,Istinye Park,5.23
I555804,C880046,FEMALE,25,Shoes,2,1200.34,Debit Card,22-06-2021,Zorlu Center,2400.68
I253928,C300322,FEMALE,54,Shoes,3,1800.51,Cash,21-01-2022,Cevahir AVM,5401.53
I113840,C224278,FEMALE,46,Clothing,2,600.16,Credit Card,03-03-2021,Metrocity,1200.32
I219161,C354237,FEMALE,44,Books,5,75.75,Debit Card,08-08-2022,Metrocity,378.75
I634556,C587265,FEMALE,49,Food & Beverage,1,5.23,Credit Card,07-05-2022,Kanyon,5.23
I769640,C317391,FEMALE,35,Toys,3,107.52,Debit Card,04-09-2021,Istinye Park,322.56
I315818,C151739,FEMALE,68,Clothing,4,1200.32,Debit Card,25-05-2022,Viaport Outlet,4801.28
I899426,C319812,FEMALE,23,Food & Beverage,3,15.69,Cash,16-12-2022,Mall of Istanbul,47.07
I301125,C920699,FEMALE,67,Food & Beverage,4,20.92,Debit Card,19-08-2022,Mall of Istanbul,83.68
I293021,C120840,FEMALE,64,Cosmetics,2,81.32,Credit Card,15-11-2021,Mall of Istanbul,162.64
I149977,C102584,FEMALE,66,Food & Beverage,1,5.23,Cash,19-02-2021,Mall of Istanbul,5.23
I326396,C293279,FEMALE,20,Shoes,2,1200.34,Credit Card,27-01-2022,Kanyon,2400.68
I134056,C321520,FEMALE,26,Cosmetics,3,121.98,Debit Card,23-06-2021,Viaport Outlet,365.94
I990022,C203402,FEMALE,46,Clothing,5,1500.4,Cash,03-06-2022,Kanyon,7502
I184345,C718412,FEMALE,39,Shoes,2,1200.34,Credit Card,23-02-2022,Kanyon,2400.68
I998793,C215272,FEMALE,50,Clothing,5,1500.4,Cash,22-08-2021,Kanyon,7502
I119591,C491599,FEMALE,44,Technology,3,3150,Credit Card,01-12-2022,Istinye Park,9450
I291743,C132254,FEMALE,39,Toys,1,35.84,Cash,21-08-2021,Mall of Istanbul,35.84
I322430,C247418,FEMALE,62,Cosmetics,5,203.3,Debit Card,28-09-2022,Zorlu Center,1016.5
I152412,C894083,FEMALE,66,Toys,1,35.84,Credit Card,09-08-2021,Mall of Istanbul,35.84
I303240,C647467,FEMALE,41,Clothing,1,300.08,Credit Card,25-12-2021,Istinye Park,300.08
I234945,C148901,FEMALE,51,Food & Beverage,2,10.46,Debit Card,03-02-2023,Metropol AVM,20.92
I169708,C994216,FEMALE,61,Technology,2,2100,Credit Card,04-06-2022,Kanyon,4200
I111281,C298705,FEMALE,59,Food & Beverage,4,20.92,Cash,22-01-2021,Mall of Istanbul,83.68
I178802,C173927,FEMALE,35,Food & Beverage,5,26.15,Credit Card,08-03-2021,Mall of Istanbul,130.75
I283983,C253944,FEMALE,49,Cosmetics,1,40.66,Cash,22-11-2021,Metrocity,40.66
I319063,C174663,FEMALE,66,Clothing,5,1500.4,Credit Card,20-10-2022,Emaar Square Mall,7502
I184770,C313382,FEMALE,32,Souvenir,2,23.46,Cash,22-11-2021,Metrocity,46.92
I257381,C105485,FEMALE,51,Clothing,5,1500.4,Credit Card,16-09-2021,Forum Istanbul,7502
I311722,C903642,FEMALE,63,Clothing,4,1200.32,Cash,16-05-2022,Zorlu Center,4801.28
I155169,C297994,FEMALE,52,Clothing,3,900.24,Debit Card,19-09-2022,Zorlu Center,2700.72
I303026,C128555,FEMALE,52,Souvenir,3,35.19,Credit Card,06-05-2021,Emaar Square Mall,105.57
I201902,C173485,FEMALE,39,Clothing,5,1500.4,Debit Card,20-10-2022,Metropol AVM,7502
I190989,C828490,FEMALE,58,Toys,2,71.68,Credit Card,05-01-2023,Viaport Outlet,143.36
I256601,C287097,FEMALE,22,Food & Beverage,3,15.69,Credit Card,28-07-2021,Metropol AVM,47.07
I291714,C226249,FEMALE,64,Clothing,2,600.16,Cash,07-02-2022,Metropol AVM,1200.32
I327672,C200968,FEMALE,54,Shoes,5,3000.85,Cash,23-11-2021,Mall of Istanbul,15004.25
I337751,C253676,FEMALE,20,Clothing,4,1200.32,Cash,01-11-2021,Cevahir AVM,4801.28
I286701,C274473,FEMALE,46,Clothing,4,1200.32,Credit Card,10-03-2022,Cevahir AVM,4801.28
I100582,C638859,FEMALE,66,Clothing,2,600.16,Cash,02-11-2021,Istinye Park,1200.32
I768429,C153105,FEMALE,47,Books,3,45.45,Debit Card,07-07-2022,Mall of Istanbul,136.35
I203729,C664661,FEMALE,62,Cosmetics,3,121.98,Debit Card,19-09-2022,Kanyon,365.94
I741448,C197306,FEMALE,58,Clothing,4,1200.32,Credit Card,27-05-2021,Mall of Istanbul,4801.28
I293678,C811777,FEMALE,34,Clothing,2,600.16,Debit Card,11-01-2021,Metrocity,1200.32
I881994,C168570,FEMALE,59,Food & Beverage,1,5.23,Cash,07-03-2022,Istinye Park,5.23
I308353,C327144,FEMALE,52,Shoes,1,600.17,Cash,22-06-2022,Metropol AVM,600.17
I220117,C815531,FEMALE,26,Clothing,2,600.16,Cash,04-05-2022,Metropol AVM,1200.32
I946324,C144474,FEMALE,55,Clothing,4,1200.32,Cash,01-06-2022,Mall of Istanbul,4801.28
I144057,C214364,FEMALE,50,Clothing,1,300.08,Credit Card,19-03-2022,Kanyon,300.08
I381614,C211364,FEMALE,27,Souvenir,3,35.19,Credit Card,28-08-2022,Kanyon,105.57
I147323,C322595,FEMALE,68,Shoes,2,1200.34,Debit Card,15-09-2021,Metropol AVM,2400.68
I969997,C149300,FEMALE,47,Toys,3,107.52,Credit Card,03-02-2021,Emaar Square Mall,322.56
I206967,C232954,FEMALE,53,Shoes,5,3000.85,Credit Card,13-03-2022,Metrocity,15004.25
I260761,C155233,FEMALE,37,Food & Beverage,3,15.69,Debit Card,08-03-2021,Zorlu Center,47.07
I492905,C321290,FEMALE,34,Books,1,15.15,Credit Card,09-04-2021,Metrocity,15.15
I272248,C305098,FEMALE,24,Toys,5,179.2,Cash,03-11-2021,Zorlu Center,896
I122946,C427522,FEMALE,30,Clothing,3,900.24,Credit Card,05-05-2022,Cevahir AVM,2700.72
I819813,C188369,FEMALE,23,Books,4,60.6,Credit Card,29-09-2021,Mall of Istanbul,242.4
I196954,C212797,FEMALE,18,Clothing,1,300.08,Cash,08-05-2022,Kanyon,300.08
I287566,C216529,FEMALE,48,Clothing,1,300.08,Cash,25-02-2023,Metrocity,300.08
I207468,C342591,FEMALE,57,Clothing,2,600.16,Cash,02-07-2021,Kanyon,1200.32
I395932,C259987,FEMALE,49,Books,4,60.6,Debit Card,22-07-2021,Emaar Square Mall,242.4
I111370,C132654,FEMALE,30,Clothing,3,900.24,Credit Card,08-03-2021,Zorlu Center,2700.72
I253596,C177601,FEMALE,33,Clothing,5,1500.4,Debit Card,11-03-2021,Metropol AVM,7502
I340983,C847784,FEMALE,28,Clothing,5,1500.4,Debit Card,05-04-2021,Istinye Park,7502
I163275,C246601,FEMALE,54,Cosmetics,2,81.32,Cash,20-01-2022,Forum Istanbul,162.64
I123771,C251642,FEMALE,39,Clothing,1,300.08,Cash,13-11-2021,Mall of Istanbul,300.08
I314854,C105301,FEMALE,49,Clothing,3,900.24,Credit Card,27-06-2022,Metropol AVM,2700.72
I892537,C261327,FEMALE,35,Food & Beverage,4,20.92,Credit Card,15-10-2022,Viaport Outlet,83.68
I278400,C281528,FEMALE,34,Cosmetics,5,203.3,Credit Card,12-05-2022,Istinye Park,1016.5
I120266,C187578,FEMALE,50,Books,2,30.3,Cash,27-08-2022,Zorlu Center,60.6
I107451,C248038,FEMALE,51,Cosmetics,3,121.98,Credit Card,22-09-2022,Kanyon,365.94
I549710,C541824,FEMALE,34,Technology,3,3150,Cash,13-01-2021,Metrocity,9450
I584546,C764488,FEMALE,39,Toys,2,71.68,Debit Card,26-09-2022,Istinye Park,143.36
I126160,C145665,FEMALE,19,Shoes,1,600.17,Debit Card,08-01-2022,Istinye Park,600.17
I934204,C188412,FEMALE,62,Cosmetics,4,162.64,Cash,31-08-2022,Forum Istanbul,650.56
I184085,C175610,FEMALE,33,Cosmetics,3,121.98,Credit Card,11-12-2021,Mall of Istanbul,365.94
I208840,C219131,FEMALE,58,Toys,1,35.84,Credit Card,18-02-2023,Istinye Park,35.84
I252313,C286415,FEMALE,64,Toys,5,179.2,Cash,12-09-2021,Metropol AVM,896
I128488,C281668,FEMALE,48,Toys,5,179.2,Cash,31-08-2021,Kanyon,896
I325948,C108544,FEMALE,63,Shoes,3,1800.51,Cash,16-03-2022,Kanyon,5401.53
I215594,C565503,FEMALE,60,Toys,3,107.52,Cash,19-03-2022,Kanyon,322.56
I299358,C868835,FEMALE,65,Toys,1,35.84,Cash,03-06-2021,Kanyon,35.84
I270655,C161056,FEMALE,32,Cosmetics,2,81.32,Cash,26-10-2021,Metrocity,162.64
I579865,C123451,FEMALE,61,Toys,2,71.68,Credit Card,23-12-2021,Kanyon,143.36
I619349,C119377,MALE,20,Books,4,60.6,Cash,16-01-2021,Metropol AVM,242.4
I332874,C186289,FEMALE,55,Books,5,75.75,Cash,13-10-2022,Kanyon,378.75
I420505,C320622,FEMALE,62,Shoes,2,1200.34,Cash,27-03-2021,Kanyon,2400.68
I303285,C211652,MALE,40,Shoes,3,1800.51,Cash,04-09-2021,Kanyon,5401.53
I718793,C506420,FEMALE,37,Shoes,5,3000.85,Cash,01-04-2021,Kanyon,15004.25
I265073,C175130,FEMALE,66,Toys,5,179.2,Cash,12-01-2022,Kanyon,896
I155063,C182310,MALE,21,Shoes,1,600.17,Cash,21-04-2021,Kanyon,600.17
I215991,C242598,FEMALE,45,Clothing,1,300.08,Cash,03-06-2022,Kanyon,300.08
I204460,C262203,FEMALE,69,Books,2,30.3,Debit Card,18-02-2021,Kanyon,60.6
I612285,C171953,FEMALE,40,Toys,5,179.2,Cash,16-12-2021,Kanyon,896
I324220,C164543,FEMALE,44,Toys,2,71.68,Cash,19-05-2022,Istinye Park,143.36
I111718,C119984,MALE,46,Toys,3,107.52,Cash,10-06-2022,Kanyon,322.56
I330874,C315322,MALE,55,Food & Beverage,3,15.69,Cash,04-06-2021,Kanyon,47.07
I133904,C277277,FEMALE,38,Technology,1,1050,Credit Card,24-05-2022,Kanyon,1050
I199063,C323141,FEMALE,33,Clothing,1,300.08,Cash,08-05-2022,Metrocity,300.08
I124877,C495664,FEMALE,40,Shoes,4,2400.68,Cash,17-10-2022,Kanyon,9602.72
I327303,C239484,FEMALE,44,Books,3,45.45,Cash,31-01-2023,Kanyon,136.35
I106245,C320595,FEMALE,58,Books,2,30.3,Cash,29-09-2021,Kanyon,60.6
I277719,C273024,FEMALE,34,Clothing,3,900.24,Cash,07-04-2022,Kanyon,2700.72
I310831,C318005,FEMALE,68,Toys,2,71.68,Cash,22-09-2022,Kanyon,143.36
I304922,C484382,MALE,43,Toys,1,35.84,Cash,24-07-2022,Kanyon,35.84
I141393,C898568,MALE,47,Shoes,4,2400.68,Cash,11-03-2022,Kanyon,9602.72
I776816,C375099,FEMALE,55,Books,3,45.45,Cash,11-02-2023,Istinye Park,136.35
I206168,C114264,FEMALE,44,Clothing,2,600.16,Cash,07-10-2022,Metrocity,1200.32
I492698,C925085,FEMALE,61,Toys,5,179.2,Cash,27-12-2021,Kanyon,896
I234704,C320126,FEMALE,44,Shoes,5,3000.85,Cash,01-11-2022,Viaport Outlet,15004.25
I190690,C139185,FEMALE,47,Clothing,4,1200.32,Cash,03-02-2023,Mall of Istanbul,4801.28
I276557,C598715,FEMALE,37,Shoes,4,2400.68,Cash,11-06-2022,Kanyon,9602.72
I970473,C156581,MALE,66,Shoes,3,1800.51,Cash,16-11-2021,Emaar Square Mall,5401.53
I103588,C818719,MALE,26,Books,5,75.75,Cash,26-01-2021,Kanyon,378.75
I281556,C132624,FEMALE,48,Toys,2,71.68,Cash,08-01-2022,Kanyon,143.36
I132067,C207879,MALE,52,Souvenir,3,35.19,Credit Card,09-09-2022,Metrocity,105.57
I159304,C260422,MALE,39,Toys,2,71.68,Debit Card,27-08-2022,Kanyon,143.36
I517067,C264487,FEMALE,68,Toys,3,107.52,Cash,03-01-2022,Kanyon,322.56
I746384,C684613,MALE,67,Toys,2,71.68,Cash,19-05-2022,Kanyon,143.36
I171962,C729758,MALE,19,Toys,4,143.36,Cash,31-08-2022,Metropol AVM,573.44
I260667,C137600,MALE,35,Toys,3,107.52,Cash,16-03-2022,Metrocity,322.56
I908886,C369701,FEMALE,34,Toys,3,107.52,Cash,18-12-2021,Kanyon,322.56
I143379,C230101,FEMALE,28,Shoes,2,1200.34,Credit Card,22-05-2022,Kanyon,2400.68
I251608,C325855,FEMALE,49,Toys,2,71.68,Cash,23-12-2021,Zorlu Center,143.36
I227669,C578175,FEMALE,53,Shoes,3,1800.51,Cash,15-01-2023,Kanyon,5401.53
I204177,C203393,FEMALE,35,Food & Beverage,3,15.69,Cash,04-10-2022,Kanyon,47.07
I339176,C589150,FEMALE,63,Toys,3,107.52,Cash,30-07-2021,Metrocity,322.56
I140730,C126988,MALE,45,Clothing,2,600.16,Cash,04-04-2022,Metrocity,1200.32
I151713,C316185,MALE,60,Shoes,1,600.17,Cash,06-08-2021,Kanyon,600.17
I145949,C424097,MALE,59,Clothing,2,600.16,Cash,30-04-2022,Kanyon,1200.32
I339231,C494720,FEMALE,67,Clothing,4,1200.32,Cash,12-01-2023,Kanyon,4801.28
I161405,C196009,FEMALE,33,Toys,3,107.52,Cash,01-01-2023,Kanyon,322.56
I203245,C391649,FEMALE,50,Clothing,1,300.08,Cash,07-01-2022,Kanyon,300.08
I268324,C186760,FEMALE,49,Toys,3,107.52,Cash,13-08-2022,Metropol AVM,322.56
I163401,C182079,MALE,30,Clothing,1,300.08,Cash,26-08-2021,Kanyon,300.08
I715368,C231342,FEMALE,60,Clothing,3,900.24,Cash,24-04-2021,Cevahir AVM,2700.72
I938324,C371438,FEMALE,66,Shoes,5,3000.85,Cash,13-12-2022,Metropol AVM,15004.25
I865183,C596413,FEMALE,20,Books,3,45.45,Cash,03-02-2021,Cevahir AVM,136.35
I299411,C273273,FEMALE,43,Toys,1,35.84,Cash,27-11-2022,Kanyon,35.84
I767692,C577958,FEMALE,48,Shoes,2,1200.34,Cash,07-03-2021,Kanyon,2400.68
I590131,C436242,FEMALE,61,Shoes,4,2400.68,Cash,03-07-2022,Kanyon,9602.72
I157386,C682304,FEMALE,60,Shoes,4,2400.68,Debit Card,22-02-2022,Kanyon,9602.72
I174757,C428823,MALE,22,Shoes,1,600.17,Debit Card,06-02-2021,Kanyon,600.17
I160861,C144462,FEMALE,55,Books,2,30.3,Cash,29-08-2021,Kanyon,60.6
I205426,C186611,MALE,41,Shoes,5,3000.85,Cash,17-05-2021,Kanyon,15004.25
I163835,C361312,MALE,19,Technology,1,1050,Cash,06-01-2022,Istinye Park,1050
I240727,C293623,FEMALE,18,Toys,5,179.2,Cash,26-02-2023,Mall of Istanbul,896
I170876,C320288,MALE,40,Food & Beverage,3,15.69,Cash,14-08-2022,Metrocity,47.07
I429361,C258359,MALE,33,Technology,3,3150,Credit Card,01-08-2022,Kanyon,9450
I484380,C293542,FEMALE,41,Clothing,4,1200.32,Debit Card,23-11-2022,Emaar Square Mall,4801.28
I138884,C241288,FEMALE,28,Clothing,5,1500.4,Credit Card,05-08-2022,Kanyon,7502
I173702,C988172,FEMALE,66,Shoes,5,3000.85,Credit Card,16-05-2021,Metropol AVM,15004.25
I337046,C189076,FEMALE,53,Books,4,60.6,Cash,24-10-2021,Kanyon,242.4
I227836,C657758,FEMALE,28,Clothing,5,1500.4,Credit Card,24-05-2022,Forum Istanbul,7502
I121056,C151197,FEMALE,49,Cosmetics,1,40.66,Cash,13-03-2022,Istinye Park,40.66
I293112,C176086,FEMALE,32,Clothing,2,600.16,Credit Card,13-01-2021,Mall of Istanbul,1200.32
I326945,C283361,FEMALE,60,Clothing,2,600.16,Credit Card,22-08-2021,Kanyon,1200.32
I306368,C240286,FEMALE,36,Food & Beverage,2,10.46,Cash,25-12-2022,Metrocity,20.92
I139207,C191708,FEMALE,29,Books,1,15.15,Credit Card,28-10-2022,Emaar Square Mall,15.15
I640508,C225330,FEMALE,67,Toys,4,143.36,Debit Card,31-07-2022,Metrocity,573.44
I336189,C555402,FEMALE,67,Clothing,2,600.16,Credit Card,03-06-2022,Kanyon,1200.32
I195744,C330667,FEMALE,42,Food & Beverage,3,15.69,Credit Card,05-01-2022,Zorlu Center,47.07
I993048,C218149,FEMALE,46,Clothing,2,600.16,Cash,26-07-2021,Metropol AVM,1200.32
I412481,C125696,FEMALE,27,Food & Beverage,1,5.23,Cash,01-05-2021,Cevahir AVM,5.23
I174250,C204553,FEMALE,42,Books,5,75.75,Cash,16-12-2022,Metrocity,378.75
I196704,C289625,FEMALE,25,Cosmetics,5,203.3,Credit Card,20-04-2022,Mall of Istanbul,1016.5
I655874,C447138,FEMALE,65,Shoes,3,1800.51,Cash,23-08-2022,Cevahir AVM,5401.53
I161949,C159164,FEMALE,66,Toys,3,107.52,Debit Card,04-07-2022,Mall of Istanbul,322.56
I768348,C176727,FEMALE,32,Shoes,3,1800.51,Credit Card,23-02-2022,Kanyon,5401.53
I167211,C164092,FEMALE,66,Shoes,4,2400.68,Credit Card,30-08-2022,Zorlu Center,9602.72
I187519,C450287,FEMALE,59,Clothing,2,600.16,Credit Card,08-07-2022,Metrocity,1200.32
I246550,C716788,FEMALE,49,Food & Beverage,3,15.69,Cash,10-09-2021,Zorlu Center,47.07
I752693,C306662,FEMALE,48,Cosmetics,3,121.98,Cash,28-04-2022,Metrocity,365.94
I826174,C607615,FEMALE,40,Shoes,4,2400.68,Cash,20-06-2022,Metrocity,9602.72
I296025,C120164,FEMALE,41,Shoes,3,1800.51,Credit Card,21-04-2022,Kanyon,5401.53
I267193,C317818,FEMALE,19,Cosmetics,3,121.98,Credit Card,12-01-2023,Mall of Istanbul,365.94
I205366,C241642,FEMALE,43,Clothing,4,1200.32,Debit Card,07-11-2022,Zorlu Center,4801.28
I304265,C653385,FEMALE,22,Books,5,75.75,Debit Card,13-06-2021,Forum Istanbul,378.75
I246562,C227070,FEMALE,61,Cosmetics,5,203.3,Cash,23-08-2021,Emaar Square Mall,1016.5
I739573,C199947,FEMALE,40,Clothing,5,1500.4,Debit Card,17-04-2021,Kanyon,7502
I115870,C135790,FEMALE,69,Shoes,4,2400.68,Cash,04-09-2021,Metrocity,9602.72
I190444,C606418,FEMALE,47,Food & Beverage,5,26.15,Cash,20-07-2022,Mall of Istanbul,130.75
I309552,C111611,FEMALE,53,Food & Beverage,4,20.92,Credit Card,14-07-2021,Istinye Park,83.68
I340014,C169650,FEMALE,66,Clothing,2,600.16,Credit Card,08-09-2022,Istinye Park,1200.32
I140663,C218383,FEMALE,52,Clothing,5,1500.4,Cash,15-10-2022,Zorlu Center,7502
I722319,C157070,FEMALE,59,Toys,1,35.84,Debit Card,03-10-2021,Kanyon,35.84
I317105,C177975,FEMALE,30,Souvenir,5,58.65,Debit Card,29-07-2021,Kanyon,293.25
I215721,C830576,FEMALE,25,Cosmetics,2,81.32,Debit Card,16-12-2022,Metrocity,162.64
I154469,C807389,FEMALE,29,Toys,3,107.52,Debit Card,03-06-2021,Mall of Istanbul,322.56
I172458,C277842,FEMALE,19,Clothing,2,600.16,Debit Card,17-12-2021,Cevahir AVM,1200.32
I282854,C282974,FEMALE,33,Clothing,3,900.24,Cash,31-07-2022,Kanyon,2700.72
I869144,C181972,FEMALE,26,Food & Beverage,4,20.92,Debit Card,04-05-2021,Mall of Istanbul,83.68
I193271,C242748,FEMALE,40,Food & Beverage,3,15.69,Debit Card,23-12-2022,Kanyon,47.07
I200392,C307921,FEMALE,24,Clothing,5,1500.4,Credit Card,14-09-2021,Viaport Outlet,7502
I796162,C111832,FEMALE,30,Food & Beverage,5,26.15,Credit Card,06-01-2022,Metrocity,130.75
I215998,C279370,FEMALE,64,Clothing,5,1500.4,Cash,26-10-2022,Cevahir AVM,7502
I338966,C907582,FEMALE,57,Clothing,5,1500.4,Cash,21-09-2022,Mall of Istanbul,7502
I149688,C276043,FEMALE,26,Clothing,4,1200.32,Cash,21-08-2021,Zorlu Center,4801.28
